Product_id,Product_Name,Brand,Description,Categories,Initial_Price,Final_Price,Currency,Rating,Reviews_Count,Image_URL
149,New Balance Kid's FuelCore Reveal V3 Boa Running Shoe,New Balance,"The innovative New Balance FuelCore Reveal BOA® brings big style to growing feet. These kids' running shoes feature a BOA Performance Fit System for a customizable midfoot fit that allows kids to lock in and go. A REVlite midsole offers responsive, lightweight cushioning that helps keep them fast on their feet. The sporty mesh upper and bright logo branding ensure a kid-approved look and feel.","[""Clothing, Shoes & Jewelry"",""Boys"",""Shoes"",""Athletic"",""Running""]","""64.99""","""43.03""",USD,4.7,895,https://m.media-amazon.com/images/I/61oPw5m6QdL.__AC_SY395_SX395_QL70_FMwebp_.jpg
150,Glamorise Women's Plus Size Wonderwire Front-Closure Bra Underwire #1245,Glamorise,At the intersection of convenience and comfort is this plus-size bra. The secure front clasp goes on and off in a pinch while the cushioned wire never gets close enough to pinch back.,"[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Lingerie, Sleep & Lounge"",""Lingerie"",""Bras"",""Everyday Bras""]","""59.00""","""44.25""",USD,4.0,29658,https://m.media-amazon.com/images/I/719pTAlW02L.__AC_SY445_SX342_QL70_ML2_.jpg
151,"Travelpro Crew Versapack Softside Rolling Underseat Carry-on Bag, Men and Women, Patriot Blue, 16-Inch",Travelpro International Inc.,"Designed to fit under the seats of most major domestic airlines, The durable crew versapack rolling undersea carry-on keeps you ultra-organized on the fly. Pack it alone for an overnight trip or as a companion to other luggage and enjoy ample interior space, a removable hanging personal organizer with water-resistant compartments and organizational pockets, Padded laptop/tablet sleeves (up to 14""), exterior side pockets fitting for an umbrella or water bottle and a quick-access front pocket with key fob and built-in organizers. Because we've thought of everything, a Travelpro quick slip front pocket with magnetic closure is perfect for storing a cell phone or other essentials when going through airport security, while an external USB port with faa-compliant dedicated power bank pocket lets you power up electronics on the move. Hit the road, sidewalk or terminal on two ultra-strong, high-performance ball bearing wheels that provide a smooth roll over any terrain, led by a height-adjustable PowerScope handle. Carrying options also include dual handles and a rear stacking strap to secure the tote to another rolling bag for hands-free mobility. Built for professional-grade dependability With robust corner armor, skid guards and heavy-duty wheel housings, crew versapack is the civilian version of the luggage flight crews use, tested to meet the same superior quality and durability standards.","[""Clothing, Shoes & Jewelry"",""Luggage & Travel Gear"",""Luggage"",""Carry-Ons""]","""229.99""","""195.49""",USD,4.6,236,https://m.media-amazon.com/images/I/81Gr6C6eubL.__AC_SX300_SY300_QL70_FMwebp_.jpg
152,"Champion Women's Plus Powerblend Hoodie, Graphic Script",Champion,Think outside the gym! Champion authentic originals are athletic wear classics updated with the latest in fabric and fashion.,"[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Active"",""Active Sweatshirts""]","""50""","""24.95""",USD,4.0,58,https://m.media-amazon.com/images/I/81tRO8YXBbL.__AC_SY445_SX342_QL70_ML2_.jpg
153,Armitron Women's Premium Crystal Accented Bracelet Watch,Armitron,Scratch resistant mineral crystal lens and Japanese quartz movement.,"[""Clothing, Shoes & Jewelry"",""Women"",""Watches"",""Wrist Watches""]","""50.00""","""31.56""",USD,4.2,3900,https://images-na.ssl-images-amazon.com/images/I/71vtEL72tjL.__AC_SX300_SY300_QL70_FMwebp_.jpg
154,JOSMO Unisex-Child Walking Shoes First Walker,Josmo,Dress up or down in these ankle height oxfords. They have a dual colored sole and laces that fit just right. Josmo Shoes offers a blend of fashionable and traditional styles that don't skimp on quality with prices that both parents and kids can get excited about!,"[""Clothing, Shoes & Jewelry"",""Girls"",""Shoes"",""Boots""]","""45.99""","""27.32""",USD,4.5,622,https://m.media-amazon.com/images/I/61wnX44ca3L._AC_UX695_.jpg
156,BTFBM Women's Casual Party Summer Fall Dresses 2023 Long Sleeve Wrap V Neck Swiss Dot Swing A-Line Maxi Dress with Belt,BTFBM,"BTFBM Women Long Sleeve Fall Dresses Leopard High Waist Flowy A-Line Maxi Dress With This Casual Long Sleeve Dress You Can Create Wonderful Looks That Will Make You a Trendsetter In Your Daily Life BTFBM 2023 Spring Summer Fall V Neck Maxi Dress Long Sleeve Wrap Dress for Women   Sexy V Neck Design, Cute Ruffle At Cuffs, Pleated High Waist Make This Casual Long Sleeve Wrap Dress Out Of The Ordinary Previous page Next page 1 Long Sleeve Dresses 2 Fashion Wrap Dress 3 Casual V-Neck Dress 4 Long Flowy Dresses 5 Boho Tie Waist Dress BTFBM Women Long Sleeve V Neck Ruffle Maxi Dress Tie Waist Boho Long Flowy Dress Women Casual Long Sleeve Wrap Dress Long Sleeve Dress for Women / Casual Dresses for Women / Maxi Dress for Women Boho V Neck Boho Maxi Dresses for Women Casual Vacation Dress / Long Flowy Dress for Women / Wedding Guest Dresses for Women Women's Tie Waist Long Flowy Dress Summer Dresses for Women / Women's Spring Outfits 2023 / Beach Dress for Women party   BTFBM Women’s Casual Long Sleeve Wrap Fall Dresses Fashion Long Sleeve Wrap V Neck Maxi Party DressLong Flowy A-Line Boho Dress for Women VacationHigh Waist Wrap Dress Casual Beach Long Dresses   BTFBM Women Summer Tie Waist Dress Holiday Dresses Wrap V Neck Boho Dress Shows Women Charming NeckTie Waist A-Line Dress Creates Your Slim WaistlineA Must-Have Dress for Spring, Summer, Fall, Autumn BTFBM Fashion V Neck Wrap Maxi Dresses Flowy Boho Long Sleeve Homecoming Dress   The Swiss Dot, Floral Print Or Playful Leopard Print Elements Make The Maxi Fall Dresses a Highlight In Your Wardrobe Fashion Collection Swiss Dot Long Dress Ruffle Short Dress Button Down Satin Dresses Swiss Dot Dress Floral Short Dresses Boho Floral Maxi Dresses Satin Short Dress Unique Design All-Over Swiss Dot Tie Neck With Self-Tie Belt Smocked Bust & Waist Smocked Bust & Waist High Low Hem Tie Waist Neckline V Neck V Neck V Neck V Neck Square Neck V Neck Mock Neck Sleeve Long Sleeve Long Sleeve Long Sleeve Long Sleeve Long Sleeve Long Sleeve Long Sleeve Season Spring/Fall/Winter Spring/Summer/Fall/Winter Spring/Fall/Winter Spring/Summer/Fall Spring/Fall/Winter Spring/Fall/Winter Spring/Fall/Winter Belt Yes No Yes No No Yes Yes","[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Dresses""]","""53.99""","""16.99""",USD,4.0,1919,https://m.media-amazon.com/images/I/71Cb8Dwn7xL._AC_UY741_.jpg
157,Oakley Men's Oo9154 Half Jacket 2.0 XL Rectangular Sunglasses,Oakley,"Armed with the best polarized lenses on the planet, the Oakley Bottle Rocket sunglasses make performance soar with semi-rimless architecture and a wide-open view of possibility. The Oakley Bottle Rocket's lightweight yet durable O Matter frame offers all-day comfort with Unobtainium earsocks that maintain a no-slip grip.","[""Clothing, Shoes & Jewelry"",""Men"",""Accessories"",""Sunglasses & Eyewear Accessories"",""Sunglasses""]","""155""","""95.99""",USD,4.5,3584,https://m.media-amazon.com/images/I/51rtMGdTjUL.__AC_SY445_SX342_QL70_FMwebp_.jpg
158,"Avia Avi-Union II Strap Non Slip Shoes for Women – Comfort Safety Shoes for Work, Nursing, Restaurants, & Walking",AVIA,"Previous page Next page     Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:30Loaded: 41.64%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:30 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio TrackFullscreenThis is a modal window.         Previous page Next page Avia Union II Strap Compare Shoes Oil & Slip Resistant ASTM F2913 Certified Memory Foam Insole Type Avia Insole Water Resistant Strap Closure Closure Type Slip On Medium, Wide Available Widths Medium SIZE UP 1 SIZE Size Recommendation TRUE TO SIZE Oil & Slip Resistant ASTM F2913 Certified Memory Foam Insole Type Memory Foam Water Resistant Strap Closure Closure Type Lace up Medium, Wide Available Widths Medium, Wide SIZE UP 1 SIZE Size Recommendation SIZE UP 1 SIZE Oil & Slip Resistant ASTM F2913 Certified Memory Foam Insole Type Arch Support Water Resistant Strap Closure Closure Type Slip On Medium, Wide Available Widths Medium SIZE UP 1 SIZE Size Recommendation SIZE UP 1 SIZE Oil & Slip Resistant ASTM F2913 Certified Memory Foam Insole Type Memory Foam Water Resistant Strap Closure Closure Type Slip On Medium, Wide Available Widths Medium, Wide SIZE UP 1 SIZE Size Recommendation TRUE TO SIZE Previous page Avia Flame Avia Union II Avia Focus Avia Anchor Next page Learn More Learn More Learn More Learn More","[""Clothing, Shoes & Jewelry"",""Women"",""Uniforms, Work & Safety"",""Shoes"",""Health Care & Food Service""]","""45""","""36.76""",USD,4.3,3031,https://m.media-amazon.com/images/I/81Tt6KUYN+L._AC_UX575_.jpg
159,"LVIOE Heart Sunglasses for Women, Polarized Heart Shaped Sunglasses with UV Protection Heart Style Retro Glasses for Shopping",LVIOE,"LVIOE Heart Mirrored Sunglasses for Women. Fashion & .Charming     LVIOE Vision   Pamper Your Eyes LVIOE originates from “love” and “I”, implying love me. All glory comes from your fondness and support. The most important thing is that we are professional and fascinated in taking better care of your eyes. The heart eye-shaped flash lens has a vintage design. Can match your different fashion styles:cute, stylish, fresh, sweet. LVIOE Heart Shaped Polarized Sunglasses Sunglasses Details: Temple Length: 137 millimeters (5.39 in) Lens Height: 50 millimeters (1.97 in) Lens Width: 55 millimeters (2.17 in) Bridge: 18 millimeters (0.71 in) Frame Material: Plastic Weight: 24.2 g Fashion Design UV400 Protection Polarized Mirrored Heart Shaped Glass Durable TR90 Frame Heart-Shaped Design & Eyes Protection   Embrace Every Sunny Day with Our Advanced UV400 Protection and Polarized Lenses Technology   These heart mirror polarized sunglasses restore true color, eliminate reflected light and scattered light and protect eyes perfectly. ►It gives a clearer view eliminating glare from surfaces, optimized peripheral vision. ►Perfect protect your eyes and view. ►The quality TAC polarized lenses can block 100% of both UVA and UVB radiation. ►The excellent technology enables the glasses to be well attached to all kinds of faces, and is comfortable and beautiful.   More Tips: Don’t use alcohol or any other chemicals to clean the lens, to avoid the surface broken. So regular cleaning maintenance by water is suggested, to make sure good quality could be kept and lifetime extended.","[""Clothing, Shoes & Jewelry"",""Women"",""Accessories"",""Sunglasses & Eyewear Accessories"",""Sunglasses""]","""35""","""29.99""",USD,4.6,831,https://m.media-amazon.com/images/I/51pttd14mxL._AC_UX466_.jpg
160,"Kipling Gabbie', Multicoloured",Kipling,"With multiple inside, back, front and side pockets, there's almost nothing the Gabbie medium tote can't do. Adjust the shoulder strap for a comfy fit, and hang your favourite Kipling monkey on the attached D ring for a dash of extra personality.","[""Clothing, Shoes & Jewelry"",""Women"",""Handbags & Wallets"",""Crossbody Bags""]",,"""67.18""",USD,4.7,1409,https://images-na.ssl-images-amazon.com/images/I/91f7p-an-EL.__AC_SX395_SY395_QL70_FMwebp_.jpg
161,Alegria Women's Eden Shoe,Alegria,"Alegria by PG Lite started with a simple idea in mind - to create comfortable shoes that invoke happiness. We bring this concept to life by designing shoes using supple leathers, vivid prints, and then pairing each distinctive creation with our patented footbed. With over two decades of experience dedicated to comfort footwear, our footbed design offers ample arch and heel support to help relieve stress on the legs, hips and back from long hours on the feet. Available in casual wear, professional wear, sandals, wedges, heels, and boots. There is blissful comfort to be found in every style. The Alegria footbed - the foundation of our shoes - is the secret behind every pair of Alegria shoes. The signature Classic Footbed is comprised of specially formulated soft polyurethane, cork, and memory foam and ergonomically designed to fit the natural contours of the feed. With our patented interlocking technology, this removable footbed is firmly secured into our slip-resistant, mild rocker outsole for use on any surface. Simply put, Alegria by PG Lite engineers comfort into every pair.","[""Clothing, Shoes & Jewelry"",""Women"",""Shoes"",""Mules & Clogs""]",,"""89.99""",USD,4.0,301,https://m.media-amazon.com/images/I/71nRmNk88fL.__AC_SX395_SY395_QL70_FMwebp_.jpg
162,JIASUQI Kids Indoor Plush Winter Warm House Slippers Bedroom Slippers Shoes for Toddler Girls Boys,JIASUQI,"Perfect Gifts A perfect gift for lovely kids. Suitable for bedroom, living room, study, garden, street, park, etc. It’s also great to pair with any casual wear. JIASUQI Kids Indoor Plush Winter Warm House Slippers Bedroom Slippers Shoes for Toddler Girls Boys Cotton Plush Lining: Cute slippers along with high-quality and comfort man-made fluffy cotton plush lining that encompasses kids feet very well and offers soothing comfort. Memory Foam & Arch Support: Lightweight house slippers have high destiny memory foam and thick cushion which provide perfectly elasticity and shock absorption,keep kids feet maximum cozy. Closed stretch back design for easy entry while keeping a snug fit, helps stay on your children’s feet when walking up or down stairs. Superior Comfort Slip-on Design Cozy Warm Lightweight Soft Feel         Warm Fuzzy Upper and Lining Covered in cotton plus from inside to outside, this slipper will wrap your kids feet in a cocoon of warmth so they'll never feel cold. Flexible & Comfort Design Flexible outsole that supports 90 degrees arbitrary bending to perfectly fit children's feet. Durable Rubber Sole The improved durable and soft waterproof rubber soles is an excellent choice for indoor and moderately outdoor use. The non-slip texture at the bottom can provide you with a safe and prevent scratches on the floor. Machine Washable Hand and machine washable in cold water gently.   Kids Fuzzy House Shoes Warm Slippers for Toddler Cozy Warm House Slippers Memory Foam House Slippers Beach Swim Water Shoes Mens Womens Fuzzy Bootie Slippers House Shoes Beach Pool Beach Water Shoes Gender Boys / Girls Boys / Girls Women Baby/Toddler Boys and Girls Women/Men Kids Boys / Girls","[""Clothing, Shoes & Jewelry"",""Girls"",""Shoes"",""Slippers""]",,"""9.99""",USD,4.7,344,https://m.media-amazon.com/images/I/71NhU0PZ0pL.__AC_SX395_SY395_QL70_FMwebp_.jpg
163,Fruit of the Loom Men's Iconic T-Shirt,Fruit of the Loom,Classic fit with shaped armholes; Seamless 1x1 ribbed collar with two-needle coverstitching on front neck; Two-needle on bottom; Shoulder-to-shoulder taping; Quarter-turned to eliminate center crease,"[""Clothing, Shoes & Jewelry"",""Men"",""Clothing"",""Underwear"",""Undershirts""]","""8.55""","""7.76""",USD,4.3,321,https://m.media-amazon.com/images/I/61iE0b1XeSL.__AC_SY445_SX342_QL70_FMwebp_.jpg
164,OshKosh B'Gosh Unisex-Child Boys Aquatic Water Shoe,OshKosh B'Gosh,Soft material hugs the feet for comfortable wear. These machine washable water-ready sandals are a great option for pool-side and outdoor use.,"[""Clothing, Shoes & Jewelry"",""Boys"",""Shoes"",""Sandals""]","""30""","""28.5""",USD,4.7,680,https://m.media-amazon.com/images/I/91PqaR9XJXL._AC_UY695_.jpg
165,Nautica Men's J-Class Cotton Stretch Pocket Tee,Nautica,"Styled with a ribbed collar, this super-soft stretch cotton t-shirt is finished with the signature J-Class embroidery at the chest pocket.","[""Clothing, Shoes & Jewelry"",""Men"",""Clothing"",""Shirts"",""T-Shirts""]","""21.98""","""17.78""",USD,4.5,170,https://m.media-amazon.com/images/I/71ozIJDooZL.__AC_SY445_SX342_QL70_ML2_.jpg
166,LOFBAZ Traditional African Unisex Dashiki Shirt Color Tribal Festival Hippie,LOFBAZ,One of the coolest garment to wear during hot summer days. A Dashiki is a traditional shirt in Africa. Made of a cotton blend. The material is relatively thin and lightweight. Best if hand washed.MeasurementLabel XSChest Circumference = 49” (124.46 cm)Shirt Length = 28.5” (72.39 cm)Label SChest Circumference = 51” (129.54 cm)Shirt Length = 28.5” (72.39 cm)Label MChest Circumference = 53” (134.62 cm)Shirt Length = 29.5” (74.93 cm)Label LChest Circumference = 55” (139.7 cm)Shirt Length = 29.5” (74.93 cm)Label XLChest Circumference = 57” (144.78 cm)Shirt Length = 30.5” (77.47 cm)Label 2XLChest Circumference = 59” (149.86 cm)Shirt Length = 30.5” (77.47 cm)Label 3XLChest Circumference = 61” (154.86 cm)Shirt Length = 31.5” (80.5 cm)Label 4XLChest Circumference = 63” (159.6 cm)Shirt Length = 31.5” (80.5 cm)Label 5XLChest Circumference = 59” (164.3 cm)Shirt Length = 32.5” (83.47 cm),"[""Clothing, Shoes & Jewelry"",""Men""]","""22.99""","""11.49""",USD,4.4,2309,https://m.media-amazon.com/images/I/71R8bs8fIeL.__AC_SX342_SY445_QL70_FMwebp_.jpg
167,Agmibrelr Women's Plus Size Flutter Sleeve Dress Deep V Neck A-Line Swing Midi Dresses,Agmibrelr,"Agmibrelr Women's Plus Size Flutter Sleeve Dress Deep V Neck High Waisted A-Line Swing Midi Dresses   Plus Size Dresses Wrap V Neck Bridesmaid Dress   Material: Polyester and Cotton and SpandexSeason: For All SeasonsColor: Solid Black, Burgundy, Royal Blue, Navy Blue, Purple，Floral printed ,Snake printed.Note：Different computers and mobile phones may display slightly different colors due to the different computer image resolution and monitor Settings.Neck: Sexy V NeckWaistline: High-Waisted Design, Show Your Long LegsSleeve: Short Flutter Sleeve/Long SleeveDress Length: Midi Length / Knee LengthThis Is the Perfect Dress for You to Wear for Party, Cocktail, Evening, Prom, Wedding, Leisure, Casual, Church, Dating, Beach, Dinner, Going out and Daily Wear. Women's V-Neckline Stretchy Casual Midi Plus Size Bridesmaid Dress   Size Chart:Please follow the size information for choose. Size XL(US Size:16-18):Bust-42.5"",Waist:39.3"",Length-43.3"". Size 2XL(US Size:20-22):Bust-45.6"",Waist:42.5"",Length-44"". Size 3XL(US Size:24-26):Bust-48.8"",Waist:45.7"",Length-44.9"". Size 4XL(US Size:28-30):Bust-52"",Waist:49.6"",Length-45.6"". Women's Plus Size High Waisted A-Line Pleated Cocktail Party Swing Dress Detail   Plus Size V Neck Dress Shows   Plus Size Off Shoulder Ruffles Layered Short Sleeve Bodycon Mini Dresses Plus Size Ruffle High Low Asymmetrical Short Sleeve Blouse Shirt Dress Plus Size Bodycon T Shirt Dress Short Sleeve Side Slit Irregular Hem Dresses Plus Size Sleeveless Tops Deep Sexy Summer Shirt Swing Flowy Blouse Women Plus Size Blouse Sexy Off One Shoulder T Shirt Boat Neck Loose Tunic Tops Women's Sexy Bodycon Strapless Dress Plus Size Sleeveless Midi Tube Top Dresses ✓ ✓ ✓ ✓ ✓ ✓","[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Dresses""]","""38.89""","""34.89""",USD,4.1,3031,https://m.media-amazon.com/images/I/619DvhvxH7L._AC_UY879_.jpg
168,Dr. Scholl's Shoes Women's Whoa Loafer,Dr. Scholl's Shoes,A standout slip-on with eco-conscious design.,"[""Clothing, Shoes & Jewelry"",""Women"",""Shoes"",""Loafers & Slip-Ons""]","""75""","""31.19""",USD,4.1,641,https://m.media-amazon.com/images/I/61Lm4rL6FYL.__AC_SY395_SX395_QL70_FMwebp_.jpg
169,Yakuna Black Dots Men's Neckties Retro Classic Circle Geometry Men's Tie for Mens Teens Business Work Casual Wedding Party,Yakuna,"The men's tie has a variety of patterns, suitable for different styles of clothes, elegant and lively. Suitable for beautiful wedding party dance ceremony or casual work.     Material: High quality polyester, smooth surface Size: 8x145 cm ( 3.1 x 57.1 inches) Color: Multicolor Packing List: 1 x Men's Tie Cleaning: dry clean, hand wash, wash with mild detergent, hang to dry. Mens Tie: Applicable occasions: Perfect for men, grandfathers, fathers, uncles, sons or friends on weddings, parties, graduations, proms, show dates and more. As a Gift Decent holiday gift for friends, husband, father, son, etc. Thanksgiving, Christmas, New Year, Birthday, Valentine's Day, Father's Day.","[""Clothing, Shoes & Jewelry"",""Novelty & More"",""Clothing"",""Novelty"",""Men"",""Accessories"",""Neckties""]","""10.99""","""9.99""",USD,4.3,8,https://m.media-amazon.com/images/I/61Q7NNDDE5L.__AC_SY445_SX342_QL70_FMwebp_.jpg
170,WallFlower Women's Luscious Curvy Bootcut Mid-Rise Insta Stretch Juniors Jeans (Standard and Plus),WallFlower,"The Luscious Curvy Bootcut is our throwback inspired mid rise fit in soft stretch denim. The forever flattering fit from season to season! Whether you’re looking for your go to jeans in a fresh wash or you want to try a new fit entirely, WallFlower has a little something for everyone! We are size inclusive (standard, curvy and plus), which means – great jeans for all women. Period","[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Jeans""]","""40""","""35.08""",USD,4.4,47149,https://m.media-amazon.com/images/I/71T4od+2poL._AC_UX569_.jpg
171,Buffalo David Bitton Men's Relaxed Straight Driven Jeans,Buffalo David Bitton,"Buffalo creates fashionable clothing that defines you. Our straight-cut Driven jeans are perfect for casual workdays, are made from a high-quality fabric blend, and come in a wide variety of washes. They feature 5-pocket styling, belt loops, a zipper fly, and single-button fastening.Wash these men’s jeans only every 8–10 wears to help reduce your planet impact and extend their life. Machine wash in cold water with like colors. Do not bleach. Tumble dry on low or hang dry. Jeans using a natural indigo dye may bleed. Wear with care.At Buffalo, each piece of fashion we make moves us forward. Through a deep understanding of our product life cycle and our commitment to repurposing waste to make new fabrics and materials, we ensure that our garments contribute to supporting the world we live in.Buffalo was born of fashion in 1972. Since our beginnings in France, the birthplace of denim, our denim has always been a means of expression. We dress you from the “bottoms up” with the perfect fits, finest fabrics, and timeless washes while having a responsible impact. This is who we are. We are Denim.","[""Clothing, Shoes & Jewelry"",""Men"",""Clothing"",""Jeans""]","""99""","""59.4""",USD,4.2,1379,https://m.media-amazon.com/images/I/618dzqTLmJL._AC_UY550_.jpg
172,New Balance Men's FreezeLX V3 Agility Lacrosse Shoe,New Balance,"Designed for lacrosse players who push their limits, the New Balance FreezeLX v3 men's lacrosse cleat is designed to make you cut even harder. We kept the same Quixrail outer lugs for quick lateral cuts but increased the underfoot traction to get you more bite when starting and stopping and added a hybrid tongue to lock your ankle in place. The breathable synthetic material and mesh construction won't slow you down or hold you back as you sprint down the field. Built to last, this rugged lacrosse shoe is sure to impress.","[""Clothing, Shoes & Jewelry"",""Men"",""Shoes"",""Athletic"",""Team Sports"",""Field Hockey & Lacrosse""]","""114.99""","""69.99""",USD,4.6,413,https://m.media-amazon.com/images/I/81EQf7UIebL._AC_UX500_.jpg
173,"Amazon Essentials Boys' Long-Sleeve T-Shirts (Previously Spotted Zebra), Multipacks",Amazon Essentials,"An Amazon brand - Our personality-packed, coordinated pieces come in multipacks full of mix-and-match styles, so kids enjoy inventing new outfits every morning. With bright colors and fun prints and graphics, Spotted Zebra lets your child's spirit shine through - and makes parents happy, too.","[""Clothing, Shoes & Jewelry"",""Boys"",""Clothing"",""Tops, Tees & Shirts"",""Tees""]","""20.9""","""14.39""",USD,4.7,7875,https://m.media-amazon.com/images/I/81BxhR-6uVS._AC_UX679_.jpg
174,"LifeStride Women's, Delta Sandal",LifeStride,"Keep your options open in this strappy wedge. Canvas upper with an open toe, slip-on fit, woven heel, and elastic goring slingback strap for extra flexibility. Soft System® comfort package provides all-day support, flex, and cushioning. Traction sole provides you with extra stability. Just Right Height 2 and 1/2 inch wedge heel.","[""Clothing, Shoes & Jewelry"",""Women"",""Shoes"",""Sandals"",""Platforms & Wedges""]","""79.95""","""29.98""",USD,4.0,200,https://m.media-amazon.com/images/I/61O-UTp2urL._AC_UY500_.jpg
175,PANDANINJIA Toddler Girls Sandals Summer Open Toe Flats Shoes Glitter Dress Sandals for Little Kid Big Kid,PANDANINJIA,"PANDANINJIA GIRLS SANDALS OPEN TOE FLATS SHOES FOR WEDDING PARTY SCHOOL   In the whole shoe design process, we, Pandaninjia worked closely with ankle experts and researchers to better understand the way children walk, run, jump, and play with their feet. More Professional, more comfortable, more Skin-friendly, and better for Feet Development. PANDANINJIA Toddler Girl Strappy Sandal   Comfortable Design for Toddler Sandals High-quality soft PU upper5mm of latex padding insole and cushioned inner soleVelcro closure for a perfect fitRubber soles long-term superior stability   Casual and Stylish Girls Black Sandals All shoes are made of skin-friendly materialsCasual, versatile sandal designed for daily wear and superior fitBreathable & Refreshing & Comfortable Amazing Features of Pandaninjia Toddler Girls Sandals   Tips For Choosing The Right Size：1. For the most suitable size and best fit please measure your child's feet before purchasing. 2. For kids with a high instep or wide foot, go up one or half a size. 3. When the foot length is between 2 sizes. it's recommended to go up one size. Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:23Loaded: 59.11%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:23 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio TrackFullscreenThis is a modal window. Let's Cool All The Summer Suitable For Various Occasions   When it comes to occasions, Pandaninjia kids sandals would be a decent and wonderful choice for any occasion in the summer. PANDANINJIA Girl Dress Sandals Come in Multiple Colors   Are those sandals ture to size? Yes, the sandal size chart is true to size, please follow the tips when measuring your child's feet 1. For kids with a high instep or wide foot, go up one or half a size. 2. When the foot length is between 2 sizes. It's recommended to go up one size. What age group are these sandals suitable for? 1-year-old to 12 years old. the sizes are 6-10 toddler, 1-3, 10-13 littler kid, and 4 bid kid What should I do if I encounter any problems with Sandals? Don't worry about that. We are always here to help you to solve any problem with the product.","[""Clothing, Shoes & Jewelry"",""Girls"",""Shoes"",""Sandals""]","""27.99""","""21.99""",USD,4.5,264,https://m.media-amazon.com/images/I/61jo2zj694L._AC_UY500_.jpg
176,Under Armour Men's ColdGear Compression Mock,Under Armour Apparel,"We all hate it. That stiff, distracted feeling you get when you're out in the cold. That's why, we built a baselayer that keeps you warm and dry without being bulky or riding up, so you can stay focused all season long. Dual-layer fabric with an ultra-warm, brushed interior & a smooth, fast-drying exterior. Stretch-mesh back & underarm panels provide strategic ventilation without sacrificing warmth. 4-way stretch construction moves better in every direction. Material wicks sweat & dries really fast. Ergonomic design keeps seams off of high abrasion areas. Mock neck construction for added coverage & warmth. Compression:Ultra-tight, second-skin fit. 87% Polyester/13% Elastane.","[""Clothing, Shoes & Jewelry"",""Men"",""Clothing"",""Active"",""Base Layers & Compression"",""Shirts""]","""55""","""36.34""",USD,4.6,2045,https://m.media-amazon.com/images/I/719vM5yBstL._AC_UY550_.jpg
177,TUEMOS Toddler Boy Clothes Straight Outta Time Out Letter Sweatshirt Top + Camouflage Pants Outfit Set,TUEMOS,"Thanks for choosing TUEMOS,More cute baby clothes are waiting for you to buy!   Cute photos from our customer       So handsome! Comfortable and soft. Make your baby so handsome. Great for daily wear or photograph.This is a good gift for the baby, worth having. Quality High quality,comfortable and breathable for wearing, not irriating to kids tender skin. Fashion Long Sleeve Funny Letter Top with Leggings Pants,make this outfit more fashion       STRAIGHT OUTTA TIMEOUT Letter printing""STRAIGHT OUTTA TIMEOUT"",that will make your baby get tons of compliments on it! Sleeve Cuff Stretchy sleeve cuff for cozy and snug feel Elastic threads Pleated front with elastic threads, this makes dress look more stylish and adorable.","[""Clothing, Shoes & Jewelry"",""Baby"",""Baby Boys"",""Clothing"",""Clothing Sets"",""Pant Sets""]","""19.97""","""18.97""",USD,4.6,1980,https://m.media-amazon.com/images/I/71xKIlcmZ9L._AC_UY550_.jpg
178,Frye Women's Jackie Button Short Boot,FRYE,"Mid heel bootie From the salon to the saloon, take Western heritage with you in FRYE's Jackie button short boot. This pint-sized cutie brimming with ten-gallon charm offers a leather upper and a scalloped silhouette--just like its big brothers of yore. The wooden heel lends up-to-the-minute trend appeal to the unadorned lines perfect for the cowgirl who attracts enough attention on her own. The Frye Company is the oldest continuously operated shoe company in the United States. Founded in 1863 by John A. Frye, a well-to-do shoemaker from England, and family-run until 1945, Frye products have a long and illustrious history. Frye boots were worn by soldiers on both sides of America's Civil War, soldiers in the Spanish-American war, and by Teddy Roosevelt and his Rough Riders. When home-steading drew adventurous New England families to the West during the mid and late 1800's many of the pioneers wore Frye Boots for the long journey. Today Frye remains true to its roots with its line of heritage boots, but continues to innovate as it introduces chic new handbags, pumps, and sandals to its collection. See more","[""Clothing, Shoes & Jewelry"",""Boot Shop"",""Women"",""Fashion"",""Western""]","""348""","""229.33""",USD,4.4,219,https://m.media-amazon.com/images/I/81kocFKWxSL._AC_UY695_.jpg
179,Freya Women's Fancies Underwire Plunge Bra,Freya Women's Intimate Apparel,Freya fancies are designed to mix and match. Delicate lace and pretty bows are a flirty and fun addition to the Freya collection,"[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Lingerie, Sleep & Lounge"",""Lingerie"",""Bras"",""Everyday Bras""]","""58""","""36""",USD,4.1,1478,https://m.media-amazon.com/images/I/619uONasjRL._AC_UY550_.jpg
