Product_id,Product_Name,Brand,Description,Categories,Initial_Price,Final_Price,Currency,Rating,Reviews_Count,Image_URL
33,Skechers Women's Go Joy Walking Shoe Sneaker,Skechers,Athletic air mesh slip on,"[""Clothing, Shoes & Jewelry"",""Women"",""Shoes"",""Athletic"",""Walking""]",,"""47.69""",USD,4.5,77067,https://m.media-amazon.com/images/I/81Rk6qkCnkL.__AC_SY395_SX395_QL70_FMwebp_.jpg
34,SANTINY Women's Fleece Lined Winter Leggings Water Resistant High Waisted Thermal Hiking Running Warm Pants Women Pockets,SANTINY,"SANTINY Women's winter leggings are made of soft fleece inner to keep you warm and outside water resistant fabric can handle light rain, ideal for cold weather of 20°F-50°F. Warm, Cozy & Comy All In This Pair.     2 ZIPPER POCKETS Deep enough to hold your phones or other essentials. FlEECE LINED Soft fleece inner lock the heat to keep you warm. HIGH WAISTED 4"" high rise elastic waistband offer great tummy control. ANKLE ZIP Zippers with reflective at the ankle cuff for easier take on and off. HIDDEN POCKET The waistband hidden pocket to store your cards or keys.","[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Active"",""Leggings""]","""28.99""","""19.99""",USD,4.3,261,https://m.media-amazon.com/images/I/410xgq-OpAL.__AC_SX342_SY445_QL70_ML2_.jpg
35,Wacoal Women's Perfect Primer Underwire Bra,Wacoal,"Super soft, supple and smooth two ply full figure underwire bra up to a g cup","[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Lingerie, Sleep & Lounge"",""Lingerie"",""Bras"",""Everyday Bras""]","""65""","""49""",USD,4.5,2479,https://m.media-amazon.com/images/I/71a69qqD+GL._AC_SX342_SY445_.jpg
36,"Maidenform DreamWire Underwire Bra, No-Poke Push-Up Bra, Moderate Coverage, Convertible T-Shirt Bra",Maidenform,"This no-poke underwire push-up bra delivers the shapely push-up support you want without the poking or pinching you don't. It's all done with our cushioned Dreamwire™ technology that encases the underwires between plush foam and soft outer fabric for unmatched underwire comfort. Satiny cups provide no-show smoothness under tees and other knits, with a touch of feminine lace at the center. Plus, it offers convertible convenience, transforming from traditional straight straps to crisscross wear in an instant. Available in sizes for everyone – 32A to 40D – we think you'll agree that this comfy Dreamwire style is, well, dreamy.","[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Lingerie, Sleep & Lounge"",""Lingerie"",""Bras"",""Everyday Bras""]","""48.00""","""21.99""",USD,4.3,5515,https://m.media-amazon.com/images/I/71iFi9Uq8dL.__AC_SY445_SX342_QL70_FMwebp_.jpg
37,"ASLONG 5PCS Angel Wings Front and Back Car Seat Covers Auto Interior Accessories with Water Proof Nappa Leather for Cars SUV Pick-up Truck Universal Comfortable and Breathable (Full Set, Martha Red)",ASLONG,"Angel Wings Car Seat Covers(Martha Red) Auto Compatibility Airbag and seat belt compatibleKeep inact function of the seatDesigned to fit 50/50, 40/60, 60/40 split rear benches.Fits for more than 99% of 5 seats vehicles Warming Tips Make sure your back seat width is less than 56inPlease check the vehicle fitment before purchasingYou can watch our instruction video available on the page to install. Follow the steps, you can install the seat cover easily.   Selected Materials The car seat covers are made of high quality Material leather, soft, comfortable, and wear-resistant, they are durable, you can use it for a long time   Removable Headrest Separate headrest cover for the front seat, easy to move   Unique Storage Pouch Convenient to store and get your stuffs like mobile phone or wallet while driving   Large Surround The edge of the seat covers are wide and large, can surround your car seat largely   Compatibility Armrest compatible and not affect Child safety seat.No worries about dog's hair   High quality It is quite wear-resistant and waterproof,easy to clean   Delicate stitching There is no extra thread at the suture to ensure good quality   Fashion design Fashionable appearance and comfortable driving. Five colors are available 2025 Car Seat Covers 2025 Car Seat Covers Add to Cart 2025 Car Seat Covers Add to Cart 2025 Car Seat Covers Add to Cart 2025 Car Seat Covers Add to Cart 2025 Car Seat Covers Add to Cart Customer Reviews 3.7 out of 5 stars 148 3.7 out of 5 stars 148 3.7 out of 5 stars 148 3.7 out of 5 stars 148 3.7 out of 5 stars 148 Price $136.68$136.68 $149.99$149.99 $149.99$149.99 $152.08$152.08 $136.99$136.99 Color Grey Black & Red Beige Black & White Martha Red Material Nappa Leather Nappa Leather Nappa Leather Nappa Leather Nappa Leather Model 2025 2025 2025 2025 2025 Size Full Set Full Set Full Set Full Set Full Set Installation Step-by-Step Video Step-by-Step Video Step-by-Step Video Step-by-Step Video Step-by-Step Video Angel Wings Car Seat Covers Angel Wings Seat Covers See Details Angel Wings Seat Covers Add to Cart Angel Wings Seat Covers Add to Cart Angel Wings Seat Covers Add to Cart Angel Wings Seat Covers Add to Cart Customer Reviews 3.9 out of 5 stars 136 3.9 out of 5 stars 136 3.9 out of 5 stars 136 3.9 out of 5 stars 136 4.0 out of 5 stars 185 Price — $143.99$143.99 $139.99$139.99 $124.14$124.14 $149.99$149.99 Color Grey Black & Red Beige Black & White Martha Red Material Nappa Leather Nappa Leather Nappa Leather Nappa Leather Nappa Leather Model Angel Wings Angel Wings Angel Wings Angel Wings Angel Wings Size Full Set Full Set Full Set Full Set Full Set Installation Step-by-Step Video Step-by-Step Video Step-by-Step Video Step-by-Step Video Step-by-Step Video H7 Car Seat Covers H7 Car Seat Covers Add to Cart H7 Car Seat Covers See Details H7 Car Seat Covers See Details H7 Car Seat Covers Add to Cart H7 Car Seat Covers Add to Cart Customer Reviews 4.0 out of 5 stars 185 4.0 out of 5 stars 185 4.0 out of 5 stars 185 4.0 out of 5 stars 185 4.0 out of 5 stars 185 Price $149.99$149.99 — — $163.05$163.05 $169.99$169.99 Color Black & Grey Black & Red Beige Black & Beige Black & Red line Material Nappa Leather Nappa Leather Nappa Leather Nappa Leather Nappa Leather Model H7 H7 H7 H7 H7 Size Full Set Full Set Full Set Full Set Full Set Installation Step-by-Step Video Step-by-Step Video Step-by-Step Video Step-by-Step Video Step-by-Step Video","[""Automotive"",""Interior Accessories"",""Seat Covers & Accessories"",""Seat Cushions""]",1.499900000000000e+02,1.499900000000000e+02,USD,4.0,185,https://m.media-amazon.com/images/I/81RXg+GpUFL._AC_SY300_SX300_.jpg
38,Beer Mug Suspenders (adjustable) Party Accessory  (1 count) (1/Pkg),The Beistle Company,Beistle 60814 Beer Mug Suspenders. These black suspenders are decorated with frothy beer mugs. They are adjustable and one size fits most. There are metal clips in the front and back to attach to pants. These beer mug suspenders will be the perfect addition to your Oktoberfest apparel!,"[""Clothing, Shoes & Jewelry"",""Men"",""Accessories"",""Suspenders""]","""9.99""","""8.69""",USD,4.4,124,https://m.media-amazon.com/images/I/61ERwvYKk1L._AC_SX569_.jpg
39,"OVRUNS Biker Shorts for Women,Squat Proof Yoga Shorts with Pockets for Workout Sports Running Exercise",OVRUNS,"High Waist Tummy Control yoga shorts for women from OVRUNS provide comfort and mobility during any type of workout and can also be worn causally，We combine the comfort and features that Women always can get what they’re looking for.     Women's High Waist Biker Workout Shorts Lightweight CompressionHugged FeelingClassic Trend DesignSquat Proof Ovruns Biker Shorts for women designed for Yoga/Workout/Sports/Running/Cycling Sportswear Perform Collection Ovruns Biker Shorts for women bring you the light and cool feeling during your workout,perfect for cycling Pilates running outdoor and any type of exercise. soft feeling fabric with Unique Pattern to be the best choice for you High Waist & Tummy Control Breathable & Moisture-wicking 4 Way Stretch & Non-see-through Slim & Stay up You will need more beautiful summer shorts in your season     Tennis Dress for Women Moss Tennis Dress Summer Tennis Dress Green Tennis Dress Sage Tennis dress White Tennis Dress Fabric Type 75% Nylon, 25% Spandex 75% Nylon, 25% Spandex 75% Nylon, 25% Spandex 75% Nylon, 25% Spandex 75% Nylon, 25% Spandex 75% Nylon, 25% Spandex Lightweight ✓ ✓ ✓ ✓ ✓ ✓ Breathable&Soft ✓ ✓ ✓ ✓ ✓ ✓ Built-in Bra&Shorts ✓ ✓ ✓ ✓ ✓ ✓","[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Active"",""Active Shorts""]","""11.99""","""9.99""",USD,4.6,1244,https://m.media-amazon.com/images/I/71LaMvA6qXL._AC_UX385_.jpg
40,andy & natalie Women's Denim Jackets Oversize Long Sleeve Basic Button Down Jean Jacket with Pockets,andy & natalie,"About Our Cropped Jackets andy & natalie Croppd Denim Jackets for Women with Breast Pocket Material: 100% CottonPocket: Two breast pockets only.Wash instruament:Machin wash.Length: Cropped (Falls about belly).Neck Style: Collared   100% COTTON MATERAL: Our Women Jean Jacket is Made of 100% Cotton, This Denim Jean Jackets is made of soft and comfortable fabric, Durable Denim offers comfort, mobility, and versatility. This denim jacket offers a unique range of motion for guaranteed comfort.CROPPED JACKETS FEATURE: Constructed with comfort in mind, this women's jean jackets has a classic fit. Collar, Rolled long sleeve, Two chest pockets, Cropped length, slim-fit cut, button closure, Boyfriend style, this oversize denim jackes for women has easy-access storage for all of your basic necessities.You can also give this demin jean jackets as a gift to your mother, girlfriend, relatives.VARIOUS OCCASIONS: This cropped denim jackets for ladies is perfect for various occasions: business, wear to work, office, shopping, vacation, holiday, casual, picnic, rockabilly, festival, solemnity, celebration, wedding party and casual daily life. Wear it out to lunch with friends or dress it up for date night, this essential staple can be worn for many occasions. Womens crop jean jackets makes you possible to look slimmer, flattering and conjures a beautiful figure.MATCHING AND BEST GIFT: This blue jean jackets is an absolute must! Whether styled with leggings, or combined with a tank vest, over skirts or dress. this womens denim jackets will rock any look. A chic basic with many possible combinations. Pair perfect with pants, sneakers, boots, sandals and so on. Suits for women, girls, teens, Juniors, ladies or students.The denim jackets for women is also a great gift to your friends.SIZE ATTENTION AND THE QUESTION: Please check your size with our size chart before purchase, because we do not use the Amazon size.And Hand wash or machine laundry by low temperature, and hang to dry. HAVE A GREAT TIME, THANK YOU！   Stay Beautiful Medium Wash Denim Jacket andy & natalie Women's Croppd Denim Jackets Button Down Jean Jacket Details Medium wash denim jacket Fabric has no stretch, regular fit. Breast pockets and a cropped length Pair this cute jacket with min skirt and booties.Unlined.Material and Care 100% Cotton Machine wash, tumble dry Patterns may vary Materials may have natural variations Colors may vary from different viewing devices.   Does this jacket have pockets on the inside? No, and it doesn't have regular pockets on the outside either, just the two breast pockets. the metal buttons kind of rattle, too. How to wash IT ？ Hand wash, recommend. Machine wash cold. Do not tumble dry and do not dry clean. Hang to dry. How long is this jacket? It’s cropped. It falls around your belly button for length.","[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Coats, Jackets & Vests"",""Denim Jackets""]","""49.99""","""39.99""",USD,4.4,2182,https://m.media-amazon.com/images/I/61YqGXac2SL._AC_UX425_.jpg
41,New Balance Women's 997H V1 Sneaker,New Balance,"Lace up these heritage-inspired yet modern New Balance 997H lifestyle shoes to head out in retro style. Combining the effortless cool of popular designs from decades past with cutting-edge construction techniques and premium craftsmanship, these casual shoes will quickly become one of your go-to pairs. These lightweight sneakers are designed to help you stay comfortable on your feet all day long. Great for walking the streets on sunny days and hanging out downtown, they feature mesh panels on the upper to boost airflow and allow perspiration to escape. Soft interior cushioning provides essential support and added underfoot comfort. Varied materials on the upper create a stylish mix of tones and textures and give the '90s retro sneakers a comfortable and flexible feel. The soles of these lifestyle sneakers are made from a lightweight mix of IMEVA and rubber, which boasts impressive strength and flexibility without weighing your feet down. They have a traction pattern to help you keep your feet on the ground. An all-time NB favorite, the 997H brings bold, independent style to those who wear it. Choose from a variety of head-turning color combinations based on your personal style expression. The heel collar, tongue, saddle and outsole of these classic sneakers feature traditional New Balance branding to complete the versatile retro look.","[""Clothing, Shoes & Jewelry"",""Women"",""Shoes"",""Fashion Sneakers""]",,"""69.79""",USD,4.5,2561,https://m.media-amazon.com/images/I/51X0SBplvNL.__AC_SX395_SY395_QL70_FMwebp_.jpg
42,"Clarks Women's Lexi Carmen Sandal, 4 us",Clarks,"Straps of rich, full grain leather on top of a mid-heel wedge make the lexi Carmen an easy, go-to wedge. The eva outsole is equipped with arch and heel support and stays surprisingly lightweight. Layers of Clarks cushion soft padding with an ortholite footbed absorb impact for all day comfort. Appropriate for work or weekend, this sandal looks great with dresses and pants alike.","[""Clothing, Shoes & Jewelry"",""Women"",""Shoes"",""Sandals"",""Platforms & Wedges""]",,"""45.05""",USD,4.3,1728,https://m.media-amazon.com/images/I/81WdJIr+zHL._AC_SX395_SY395_.jpg
43,Sanuk Rounder,Sanuk,"Can’t get enough of that slub canvas textile on your Sidewalk Surfers? Well, we found a way to add more—with a fresh “no-ledge” sole wrap on Sanuk Men’s Rounder. When the dress code calls for a righteously comfy, just enough funk-y, wide profilin’ canvas slip-on. Which is pretty much always, right? Machine wash in cold with color safe detergent and allow to air dry. Do not put them in in the dryer.","[""Clothing, Shoes & Jewelry"",""Men"",""Shoes"",""Loafers & Slip-Ons""]",,"""55.46""",USD,4.5,2812,https://m.media-amazon.com/images/I/81cjqEjeC2L._AC_UX500_.jpg
44,Amazon Essentials Men's Cargo Fleece Sweatpant,Amazon Essentials,"Amazon Essentials is focused on creating affordable, high-quality, and long-lasting everyday clothing you can rely on. Our line of men's must-haves includes polo shirts, chino pants, classic-fit shorts, casual button-downs, and crew-neck tees. Our consistent sizing takes the guesswork out of shopping, and each piece is put to the test to maintain the highest standards in quality and comfort. Amazon Essentials is focused on creating affordable, high-quality, and long-lasting everyday clothing you can rely on. Our line of men's must-haves includes polo shirts, chino pants, classic-fit shorts, casual button-downs, and crew-neck tees. Our consistent sizing takes the guesswork out of shopping, and each piece is put to the test to maintain the highest standards in quality and comfort.","[""Clothing, Shoes & Jewelry"",""Men"",""Clothing"",""Active"",""Active Pants"",""Sweatpants""]","""24.9""","""19.9""",USD,4.4,2886,https://m.media-amazon.com/images/I/810WEPvbW2L.__AC_SY445_SX342_QL70_FMwebp_.jpg
45,MiYang Women's Plus Size Printing Padded High Waist Swimdress,MiYang,Floral Swimdress Plus Size Swimdress Slim Swimdress Tummy Control Swimdress Swim Boardshorts tankini swimsuits for women Size M-4XL 8-26 S-2XL S-2XL S-2XL M-2XL Lining ✓ ✓ ✓ ✓ ✓ ✓ Removable Padding Bra ✓ ✓ ✓ ✓ ✓ ✓ Feature Plus size & Tummy Control Tankini swimdress & Raceback Twist Front & Skirted Tummy control Adjustable Tie Lace & Lightweight Adjustable Strap X X X X X X,"[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Swimsuits & Cover Ups"",""One-Pieces""]",,"""35.55""",USD,4.2,7287,https://m.media-amazon.com/images/I/51CH9P92EHL._AC_UY550_.jpg
46,"World Traveler 22 Inch Duffle Bag, Pink Trim Zebra, One Size",World Traveler,"Roomy fully lined interior and zipper pocket for your essentials. This can be used as a weekend bag, overnight bag, gym bag, carryon bag for airplanes","[""Clothing, Shoes & Jewelry"",""Luggage & Travel Gear"",""Travel Duffels""]","""38.39""","""34.43""",USD,4.6,415,https://m.media-amazon.com/images/I/81eiGHylbFL.__AC_SX300_SY300_QL70_ML2_.jpg
48,Kissonic Women's Padded Down Vest Puffer Stand Collar Zip Up Crop Sleeveless Jacket,Kissonic,"Kissonic Women's Winter Crop Puffer Vest Warm Outerwear Collection Stand Collar Puffer Vest Cropped Puffer Vest Cropped Puffer Jacket Oversized Puffer Vest Hooded Puffer Vest Padded Vest Quilted Long Vest Style Spring & Fall & Winter Spring & Fall & Winter Fall & Winter Spring & Fall & Winter Spring & Fall Fall & Winter Spring & Fall & Winter Closure Type Zipper Zipper Zipper Zipper Zipper Button & Zipper Zipper Soft ✔ ✔ ✔ ✔ ✔ ✔ ✔ Warm ✔ ✔ ✔ ✔ ✔ ✔ ✔ Lightweight ✔ ✔ ✔ ✔ ✔ ✔ ✔ Kissonic Women's Winter Warm Crop Puffer Vest Zip Up Sleeveless Jacket   Definitely the new popular tiktok and ig. Perfect vest for casually out Easy to pair with any hoodies, long sleeve shirts, cropped tops, jeans, sweatpants, boots, sneakers for a casual look. Bown/ burgundy shade matches everything! You could match with yoga pants for exercise, hiking, climbing, shopping, date or club wear. Just right and exactly how I want it to be PUFFY Features with stand collar, ribbed hem, full zipper closure, sleeveless, cropped length. Great puffs like you imaged. It would arrived with vaccum packaged so it would not get dirty or wet. Puffer Vest Was SOFT AS CLOUD and Kept you WARM on Chilled Breezy Day   Warm and def is an ESSENTIAL piece for fall/ winter.   Details about Zip Up Stand Collar Sleeveless Puffer Vest   Stand up collar Upgraded smooth neckline design to avoid rubs or stiffness on the neck   Zip glides nicely High quality nylon zippers are used and there is no broken or cheap look.   Padded down vest Puffy vest is nicely padded, extra fluffy to touches, and not bulky in the back.   Ribbed hemline The tightened hem makes the waist look slimmer and does not easily allow wind to enter it in winter. Size Chart for Women's Warm Cropped Puffer Vest Stand Collar Padded Jacket   The vest is warm enough and puffed right back up after throwing it in the dryer.","[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Coats, Jackets & Vests"",""Vests""]","""34.95""","""26.98""",USD,4.5,508,https://m.media-amazon.com/images/I/61CfoUVWt1L.__AC_SY445_SX342_QL70_ML2_.jpg
49,Casio Men's AE1400WH Sport Watch,Casio,"Born from a dream of ""creating a watch that never breaks."" It was over 30 years ago, a CASIO engineer won the battle against the laws of nature. He designed a watch that would resist centrifugal and impact forces, as well as high water pressure. Since then, the name G-SHOCK has become a byword for independence and pushing the limits. G-SHOCK watches are the most durable digital and analog-digital watches in the industry, trusted by military personnel, law enforcement, surfers and outdoor enthusiasts around the world. Along with this, G-SHOCK is highly touted in the fashion world, worn by icons in hip-hop, sports, and design. With limited edition collaborations being released often, you can always find a G-SHOCK that matches your personality and style.","[""Clothing, Shoes & Jewelry"",""Men"",""Watches"",""Wrist Watches""]","""35.95""","""32.99""",USD,4.6,129,https://m.media-amazon.com/images/I/61NP8ABmtLL.__AC_SX300_SY300_QL70_ML2_.jpg
50,Sanita Men's Professional Oil Clog,Sanita,"Sanita has been making cozy, comfortable clogs the Danish way since 1907. That tradition of craftsmanship and caring lives on today in every clog they make. With innovative design and exacting standards, their shoes are always easy on your feet. With attractive new styles every season, they are also easy on the eyes.","[""Clothing, Shoes & Jewelry"",""Men"",""Shoes"",""Mules & Clogs""]","""120""","""93.39""",USD,4.1,447,https://m.media-amazon.com/images/I/71zKIAMRG2L._AC_UX575_.jpg
51,adidas Men's Racer Tr21 Running Shoe,adidas,"Everyday style with a running twist. These men's adidas sneakers have a Cloudfoam midsole for step-in comfort. The textile upper is soft and durable, while the rubber outsole provides traction on any surface.","[""Clothing, Shoes & Jewelry"",""Men"",""Shoes"",""Athletic"",""Running"",""Trail Running""]","""75""","""53""",USD,4.5,8515,https://m.media-amazon.com/images/I/71J8YYAb1WL._AC_UX695_.jpg
52,Carhartt Men's Relaxed Fit Twill Utility Work Pant,Carhartt Sportswear - Mens,"Carhartt's washed twill dungaree combines all-day comfort with long-lasting toughness. constructed of 9.25-ounce, 100% cotton ring-spun washed twill with a relaxed-fitting seat and thighs, it sits slightly below the natural waist. well outfitted, it includes multiple tool and utility pockets, a left-leg hammer loop, and two reinforced back pockets. the leg openings are sized to fit over boots.","[""Clothing, Shoes & Jewelry"",""Men"",""Clothing"",""Pants"",""Casual""]","""44.99""","""39.99""",USD,4.5,18301,https://m.media-amazon.com/images/I/71A2IVKWd2L._AC_UY500_.jpg
53,Women Kiss Lock Vintage Handbags for Women Oil Leather Evening Clutch Satchel Purse Tote,UULMBUJ,"Women Kiss Lock Vintage Handbags for Women Oil PU Leather Evening Clutch Satchel Purse Tote   Elegant vintage titanium black tone frame design with kiss lock closure, classical retro look, casual style.     Compact and Roomy The bag can easily store your cosmetic, wallet, phone, notebook, perfume, and so on. There is 1 x main compartments; 1 x back wall zipper pocket; 2 x slot pockets Package Included: A Kiss Lock Handbag; A Shoulder Strap; A Handle Strap. Stylish and Suitable for Multi Occasions The bag is featured with great shape and good-looking design. Can be used as shoulder bag, handbag, crossbody bag. Great for dating, shopping, parties, travel and etc. This Purse Can be used as Top-Handle Bags/ Shoulder Bags/ Crossbody Bags/ Messenger Bags/ Tote Bags. Handbag Size and Capacity       Handbag Details Display         Detachable shoulder strap Kiss Lock Design High Quality Artificial Leather Adjustable Shoulder Strap Multi-Colors Available","[""Clothing, Shoes & Jewelry"",""Women"",""Handbags & Wallets"",""Satchels""]","""22.99""","""19.99""",USD,3.8,595,https://m.media-amazon.com/images/I/71zpY853AvL.__AC_SX395_SY395_QL70_ML2_.jpg
54,Steve Madden Women's Gracey Heeled Sandal,Steve Madden,"Shoot for the stars in GRACEY, our barely-there stiletto sandal with an updated square toe. Dress up or down and you'll be ready to take over the world.","[""Clothing, Shoes & Jewelry"",""Women"",""Shoes"",""Sandals"",""Heeled Sandals""]",,"""75.96""",USD,3.9,873,https://m.media-amazon.com/images/I/51KNIXMFPhL.__AC_SY395_SX395_QL70_ML2_.jpg
55,Skechers Women's Max Cushioning Elite Sneaker,Skechers,Haptic printed max cushion running shoe.,"[""Clothing, Shoes & Jewelry"",""Women"",""Shoes"",""Athletic"",""Running"",""Road Running""]","""79.95""","""75.99""",USD,4.5,7606,https://m.media-amazon.com/images/I/71moZ1ad3aL.__AC_SY395_SX395_QL70_ML2_.jpg
56,"Armitron Sport Unisex Digital Resin Strap Watch, 45/7126",Armitron Sport,"Rose gold-tone Case with Lavender top ring Lcd display with time, seconds, day and date Functions include: alarm, dual time, lap time and backlight with three second delay Lavender resin strap with buckle closure Water resistant to 330 Feet (100m) Sport Type: Exercise And Fitness","[""Clothing, Shoes & Jewelry"",""Men"",""Watches"",""Wrist Watches""]",,"""18.75""",USD,4.5,932,https://m.media-amazon.com/images/I/71vNFHkDH0L._AC_UY879_.jpg
57,"Hanes Men's Nano Premium Cotton T-Shirt (Pack of 2), Deep Royal, Small",Hanes Men's Athletic Child Code,"Perfect is a high bar, but the updated Perfect-T offers the comfort and style you want for everyday wear. Our men's t-shirts are available in a convenient 2-pack to maximize your options. Made with 100% cotton, these men's short sleeve shirts are cooling and breezy, made to take on any activity. Fit for every day, this men's t-shirt pack can be worn as a top layer or as an undershirt for easy, versatile style. Featuring set-in sleeves and a ribbed crewneck, these men's comfortable t-shirts keep their shape, wash after wash. Easily removable tearaway neck label adds comfort, giving you an itch-free experience. Hanes® undershirts are finished with double-needle stitching on the sleeves and hem. Throw these men's undershirts in the washer on cold water wash and tumble dry low for easy laundering.","[""Clothing, Shoes & Jewelry"",""Men"",""Clothing"",""Shirts"",""T-Shirts""]","""23""","""13.8""",USD,4.5,37,https://m.media-amazon.com/images/I/61LBeMKYmWL.__AC_SY445_SX342_QL70_FMwebp_.jpg
58,SWOMOG Womens Silk Satin Pajamas Loungewear Two-piece Sleepwear Button-Down Pj Set,SWOMOG,"For all you ladies who love nothing more than getting cosy after a long day, we’ve got the comfy (and cute) nightwear for you to do just that. Whether you’re after sexy nightwear for a night in with bra or sleepwear sets in on-trend prints, SWOMOG nightwear has all the styles you need for when your bed is calling. We’re loving silk satin styles to slip into after a bubble bath while shorts sets are perfect for warmer months.   Cozying up in a beautiful pajama set is one of the most favorite little luxuries—it is the easiest way to make even the simplest everyday moments a little more glamorous. Details   Satin pajama is the ultimate in comfort and luxury. Available in a wide variety of sizes and colors. This lightweight pajama set is soft, breathable and skin-friendly, help you have a sound sleep. Buyer Shows   Wearing pajamas has evolved over the years from exclusive sleepwear to loungewear while relaxing at home in the day time. It is now normal to find people wearing pajamas around the house while entertaining guests, answering the door, watching TV, walking down the garden, relaxing at the balcony. This is courtesy of the confidence and comfort that offered by pajamas and also due to the fact that pajamas are becoming more and more fashionable and attractive. Size Chart   Women Pajama Set Family Matching Pajamas Set Silk Satin Button Down Couples Matching Pajama Set Women Pajama Set Plus Size Men Pajama Set Men Robe Set Value 19.99-21.99 19.99-27.99 22.99-25.99 23.99-28.99 25.99-28.99 25.99-31.99 FABRIC Satin--soft, lightweIght, breathable Satin--soft, lightweIght, breathable Satin--soft, lightweIght, breathable Satin--soft, lightweIght, breathable Satin--soft, lightweIght, breathable Satin--soft, lightweIght, breathable COLOR 6 Colors 10 Colors 10 Colors 5 Colors 8 Colors 5 Colors Family Matching Pajamas Set Couples Matching Pajama Set Couple Matching Pajama Set Women 2pcs Robe Set Women 4pcs Pajama Set Women 4pcs Pajama Set Value 19.99-27.99 19.99-26.99 23.99-28.99 24.99-31.99 29.99-33.99 27.99-37.99 FABRIC Satin--soft, lightweIght, breathable Satin--soft, lightweIght, breathable Satin--soft, lightweIght, breathable Satin--soft, lightweIght, breathable Satin--soft, lightweIght, breathable Satin--soft, lightweIght, breathable COLOR 6 Colors 6 Colors 5 Colors 9 Colors 5 Colors 8 Colors","[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Lingerie, Sleep & Lounge"",""Sleep & Lounge"",""Sets""]",,"""29.99""",USD,4.5,19937,https://m.media-amazon.com/images/I/61kxO4YyMxL._AC_UX679_.jpg
59,Merrell Men's Trail Glove 6 Sneaker,Merrell,"The 6th version of our famous minimalist shoe is designed to mimic the shape of the human foot, keeping it in the position it would be in without shoes. Version 6 features and improved fit and increased abrasion-resistance.","[""Clothing, Shoes & Jewelry"",""Men"",""Shoes"",""Athletic"",""Running"",""Trail Running""]",,"""104.99""",USD,4.1,792,https://m.media-amazon.com/images/I/71aTvRj0geS.__AC_SY395_SX395_QL70_ML2_.jpg
60,Propet Womens TravelActiv Avid Slip On Walking Walking Sneakers Shoes - Black,Propét,"Open and airy precision knit mesh with stretch collar and fabric heel tab. Arch supporting high density Open Cell PU foam allows air to flow for a cooler, healthier footbed. The lightweight TravelTek™ outsole combines EVA and rubber for long lasting wear and a deep tread pattern for traction. Flexible, Removable footbed.","[""Clothing, Shoes & Jewelry"",""Women"",""Shoes"",""Fashion Sneakers""]",,"""59.96""",USD,4.2,365,https://m.media-amazon.com/images/I/71wINe9GLHL.__AC_SY395_SX395_QL70_ML2_.jpg
61,Acorn Womens Mule Ragg Warm Slipper,Acorn,"ACORN WOMENS MULE RAGG SLIPPERS Walk on clouds with Acorn’s classically comfy Mule Ragg Slipper. These hand-stitched slippers feature warm, ragg wool uppers and a soft berber lining to keep feet at their optimal temperature all year long. Acorn’s proprietary Cloud Contour design features a hybrid of long-lasting cushioning plus added arch support for superior stability. FEATURES: - Heritage ragg wool uppers - Premium, multilayer Cloud Cushion footbed delivers cloud-like comfort with every step - Barefoot-friendly thick berber lining - Durable rubber outsole with added traction - Indoor/outdoor use - Care: Machine wash cold; air dry - NEW easy on style - Moisture-wicking fleece linings - Durable real suede sidewall - Materials: Ragg wool blend upper with berber lining. Non-slip microsuede rand and outsole for indoor use. - Your Acorn purchase is protected by our One Year Limited Warranty Pamper yourself in luxurious ultra-soft berber. Relax and rejuvenate your soles with premium Cloud Cushion comfort. Acorn slippers are your perfect companion for your next après adventure WE TAKE EXTRA STEPS WITH EVERY SLIPPER Unlike most slipper manufacturers, we still individually handcraft our footwear on a last, a special foot mold, to ensure the best shape, and ultimately, the best fit. This process takes hours, and sometimes days, to complete. We use only premium materials and high-quality footbeds that we know will stand up to years of use. Are there easier and less expensive ways to build a slipper? Absolutely. Outstanding quality and premium comfort—not “easier”— has always been our goal.","[""Clothing, Shoes & Jewelry"",""Women"",""Shoes"",""Slippers""]",,"""35.54""",USD,4.4,517,https://m.media-amazon.com/images/I/71nMYmL4zvL.__AC_SY395_SX395_QL70_ML2_.jpg
